SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,SHARED_TIME,TITLEI_STATUS,TITLEI_STATUS_TEXT,MAGNET_TEXT,NSLP_STATUS,NSLP_STATUS_TEXT,VIRTUAL,VIRTUAL_TEXT
2017-2018,6,CALIFORNIA,CA,Buena Park High,1,,CA-3066514,614760,CA-3066514-3030855,61476001809,601809,Missing,SWELIGSWPROG,Title I schoolwide school,Yes,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Fullerton Union High,1,,CA-3066514,614760,CA-3066514-3032505,61476001810,601810,Missing,SWELIGSWPROG,Title I schoolwide school,Yes,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,La Habra High,1,,CA-3066514,614760,CA-3066514-3033362,61476001811,601811,Missing,SWELIGSWPROG,Title I schoolwide school,Yes,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,La Vista High (Continuation),1,,CA-3066514,614760,CA-3066514-3033610,61476001812,601812,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Sonora High,1,,CA-3066514,614760,CA-3066514-3037090,61476001814,601814,Missing,SWELIGSWPROG,Title I schoolwide school,Yes,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Sunny Hills High,1,,CA-3066514,614760,CA-3066514-3037348,61476001815,601815,Missing,NOTTITLE1ELIG,Not a Title I school,Yes,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Troy High,1,,CA-3066514,614760,CA-3066514-3037496,61476001816,601816,Missing,NOTTITLE1ELIG,Not a Title I school,Yes,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,La Sierra High (Alternative),1,,CA-3066514,614760,CA-3066514-3030335,61476007723,607723,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,River Oaks Elementary,1,,CA-3467348,614790,CA-3467348-6110654,61479001051,601051,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Valley Oaks Elementary,1,,CA-3467348,614790,CA-3467348-6033310,61479001819,601819,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPCEO,Yes under Community Eligibility Option (CEO),NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Marengo Ranch Elementary,1,,CA-3467348,614790,CA-3467348-6114185,61479007238,607238,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lake Canyon Elementary,1,,CA-3467348,614790,CA-3467348-0107946,61479011069,611069,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Robert L. McCaffrey Middle,1,,CA-3467348,614790,CA-3467348-0100040,61479011211,611211,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPCEO,Yes under Community Eligibility Option (CEO),NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vernon E. Greer Elementary,1,,CA-3467348,614790,CA-3467348-0119420,61479012430,612430,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPCEO,Yes under Community Eligibility Option (CEO),NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Estrellita Continuation High,1,,CA-3467355,614820,CA-3467355-3432903,61482001820,601820,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Galt High,1,,CA-3467355,614820,CA-3467355-3433471,61482001821,601821,Missing,TGELGBTGPROG,Title I targeted assistance school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Liberty Ranch High,1,,CA-3467355,614820,CA-3467355-0119131,61482012403,612403,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Brookhurst Elementary,1,,CA-3066522,614880,CA-3066522-6028252,61488000751,600751,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Izaak Walton Intermediate,1,,CA-3066522,614880,CA-3066522-6028468,61488000753,600753,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ocia A. Peters Elementary,1,,CA-3066522,614880,CA-3066522-6028682,61488000754,600754,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alamitos Intermediate,1,,CA-3066522,614880,CA-3066522-6028237,61488001822,601822,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ethan B. Allen Elementary,1,,CA-3066522,614880,CA-3066522-6028369,61488001823,601823,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Susan B. Anthony Elementary,1,,CA-3066522,614880,CA-3066522-6028799,61488001824,601824,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Loyal Barker Elementary,1,,CA-3066522,614880,CA-3066522-6028609,61488001825,601825,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hilton D. Bell Intermediate,1,,CA-3066522,614880,CA-3066522-6028450,61488001826,601826,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bolsa Grande High,1,,CA-3066522,614880,CA-3066522-3030434,61488001827,601827,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Bryant Elementary,1,,CA-3066522,614880,CA-3066522-6028260,61488001829,601829,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Clinton Elementary,1,,CA-3066522,614880,CA-3066522-6028294,61488001833,601833,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,A. J. Cook Elementary,1,,CA-3066522,614880,CA-3066522-6028211,61488001834,601834,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Genevieve M. Crosby Elementary,1,,CA-3066522,614880,CA-3066522-6028419,61488001835,601835,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Leroy L. Doig Intermediate,1,,CA-3066522,614880,CA-3066522-6028559,61488001836,601836,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Dwight D. Eisenhower Elementary,1,,CA-3066522,614880,CA-3066522-6028310,61488001838,601838,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Enders Elementary,1,,CA-3066522,614880,CA-3066522-6028500,61488001839,601839,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ethel M. Evans Elementary,1,,CA-3066522,614880,CA-3066522-6028377,61488001840,601840,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Excelsior Elementary,1,,CA-3066522,614880,CA-3066522-6028385,61488001841,601841,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Faylane Elementary,1,,CA-3066522,614880,CA-3066522-6028393,61488001842,601842,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Stephen R. Fitz Intermediate,1,,CA-3066522,614880,CA-3066522-6028773,61488001843,601843,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Garden Grove High,1,,CA-3066522,614880,CA-3066522-3032752,61488001844,601844,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Gilbert Elementary,1,,CA-3066522,614880,CA-3066522-6028435,61488001846,601846,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,R. F. Hazard Elementary,1,,CA-3066522,614880,CA-3066522-6028716,61488001848,601848,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Heritage Elementary,1,,CA-3066522,614880,CA-3066522-6028443,61488001849,601849,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Merton E. Hill Elementary,1,,CA-3066522,614880,CA-3066522-6028641,61488001851,601851,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,James Irvine Intermediate,1,,CA-3066522,614880,CA-3066522-6028476,61488001852,601852,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Donald S. Jordan Intermediate,1,,CA-3066522,614880,CA-3066522-6028302,61488001853,601853,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Quinta High,1,,CA-3066522,614880,CA-3066522-3033578,61488001854,601854,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Dr. Walter C. Ralston Intermediate,1,,CA-3066522,614880,CA-3066522-6028534,61488001856,601856,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ernest O. Lawrence Elementary,1,,CA-3066522,614880,CA-3066522-6028344,61488001857,601857,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Los Amigos High,1,,CA-3066522,614880,CA-3066522-3033933,61488001858,601858,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,John Marshall Elementary,1,,CA-3066522,614880,CA-3066522-6028518,61488001860,601860,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sarah McGarvin Intermediate,1,,CA-3066522,614880,CA-3066522-6028740,61488001861,601861,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mitchell Elementary,1,,CA-3066522,614880,CA-3066522-6028658,61488001862,601862,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,James Monroe Elementary,1,,CA-3066522,614880,CA-3066522-6028484,61488001863,601863,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Morningside Elementary,1,,CA-3066522,614880,CA-3066522-6028666,61488001864,601864,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John Murdy Elementary,1,,CA-3066522,614880,CA-3066522-6028526,61488001865,601865,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Newhope Elementary,1,,CA-3066522,614880,CA-3066522-6028674,61488001866,601866,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mamie L. Northcutt Elementary,1,,CA-3066522,614880,CA-3066522-6085294,61488001867,601867,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Pacifica High,1,,CA-3066522,614880,CA-3066522-3035581,61488001868,601868,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Thomas Paine Elementary,1,,CA-3066522,614880,CA-3066522-6028807,61488001869,601869,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Parkview Elementary,1,,CA-3066522,614880,CA-3066522-6028690,61488001870,601870,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Patton Elementary,1,,CA-3066522,614880,CA-3066522-6028427,61488001871,601871,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Post Elementary,1,,CA-3066522,614880,CA-3066522-6028708,61488001873,601873,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rancho Alamitos High,1,,CA-3066522,614880,CA-3066522-3035706,61488001874,601874,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Riverdale Elementary,1,,CA-3066522,614880,CA-3066522-6028724,61488001875,601875,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rosita Elementary,1,,CA-3066522,614880,CA-3066522-6028732,61488001876,601876,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Edward Russell Elementary,1,,CA-3066522,614880,CA-3066522-6028336,61488001877,601877,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santiago High,1,,CA-3066522,614880,CA-3066522-3036555,61488001878,601878,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Stanford Elementary,1,,CA-3066522,614880,CA-3066522-6028765,61488001881,601881,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Agnes Ware Stanley Elementary,1,,CA-3066522,614880,CA-3066522-6028229,61488001882,601882,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sunnyside Elementary,1,,CA-3066522,614880,CA-3066522-6028781,61488001883,601883,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,C. C. Violette Elementary,1,,CA-3066522,614880,CA-3066522-6028278,61488001884,601884,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wakeham Elementary,1,,CA-3066522,614880,CA-3066522-6028815,61488001885,601885,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Earl Warren Elementary,1,,CA-3066522,614880,CA-3066522-6028328,61488001887,601887,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Woodbury Elementary,1,,CA-3066522,614880,CA-3066522-6028823,61488001888,601888,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Louis G. Zeyen Elementary,1,,CA-3066522,614880,CA-3066522-6028583,61488001889,601889,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mark Twain Special Center,1,,CA-3066522,614880,CA-3066522-6028633,61488002337,602337,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Jordan Secondary Learning Center,1,,CA-3066522,614880,CA-3066522-6104129,61488002338,602338,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Linton T. Simmons Elementary,1,,CA-3066522,614880,CA-3066522-6028575,61488007588,607588,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Marie L. Hare High,1,,CA-3066522,614880,CA-3066522-3030103,61488007724,607724,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Louis Lake Intermediate,1,,CA-3066522,614880,CA-3066522-6028625,61488008753,608753,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Leo Carrillo Elementary,1,,CA-3066522,614880,CA-3066522-6028542,61488009371,609371,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Garden Park Elementary,1,,CA-3066522,614880,CA-3066522-6028401,61488010570,610570,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Early Childhood Education Center - Carver Campus,1,,CA-3066522,614880,CA-3066522-0133165,61488014187,614187,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Garfield Elementary,1,,CA-1262836,614910,CA-1262836-6007892,61491001890,601890,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Dewey Avenue Elementary,1,,CA-1964550,614940,CA-1964550-6013510,61494001892,601892,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rice (Eldridge) Elementary,1,,CA-1964550,614940,CA-1964550-6013528,61494001893,601893,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sanchez (George I.) Elementary,1,,CA-1964550,614940,CA-1964550-6013536,61494001894,601894,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Willard (Frances E.) Elementary,1,,CA-1964550,614940,CA-1964550-6013544,61494001895,601895,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hillcrest Elementary,1,,CA-1964550,614940,CA-1964550-6013551,61494001896,601896,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monterey Vista Elementary,1,,CA-1964550,614940,CA-1964550-6013585,61494001899,601899,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Emerson (Ralph Waldo) Elementary,1,,CA-1964550,614940,CA-1964550-6013593,61494001900,601900,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Garvey (Richard) Intermediate,1,,CA-1964550,614940,CA-1964550-6013601,61494001901,601901,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temple (Roger W.) Intermediate,1,,CA-1964550,614940,CA-1964550-6101497,61494007288,607288,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bitely (Arlene) Elementary,1,,CA-1964550,614940,CA-1964550-6105886,61494008850,608850,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mountain Lakes High,1,,CA-4575267,614950,CA-4575267-4530077,61495001631,601631,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gateway Educational Options,1,,CA-4575267,614950,CA-4575267-4530101,61495001636,601636,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Central Valley High,1,,CA-4575267,614950,CA-4575267-4531901,61495001667,601667,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Buckeye School of the Arts,1,,CA-4575267,614950,CA-4575267-6050090,61495001682,601682,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Grand Oaks Elementary,1,,CA-4575267,614950,CA-4575267-6050579,61495002880,602880,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gateway Community Day,1,,CA-4575267,614950,CA-4575267-4530176,61495008638,608638,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Shasta Lake,1,,CA-4575267,614950,CA-4575267-0110221,61495011804,611804,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocky Point Charter,1,,CA-4575267,614950,CA-4575267-0113407,61495011927,611927,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Great Partnership Special Education Consortium,1,,CA-4575267,614950,CA-4575267-0115568,61495012116,612116,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gazelle Elementary,1,,CA-4770318,614970,CA-4770318-6050769,61497001902,601902,Missing,MISSING,Missing,No,NSLPCEO,Yes under Community Eligibility Option (CEO),NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,General Shafter Elementary,1,,CA-1563487,615000,CA-1563487-6009534,61500001903,601903,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gerber Elementary,1,,CA-5271548,615090,CA-5271548-6053532,61509001904,601904,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Geyserville Elementary,1,,CA-4970706,615150,CA-4970706-6051734,61515001907,601907,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Buena Vista High,1,,CA-4970706,615150,CA-4970706-4930053,61515007726,607726,Missing,SWELIGNOPROG,Title I schoolwide eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Geyserville New Tech Academy,1,,CA-4970706,615150,CA-4970706-0129981,61515013780,613780,Missing,SWELIGNOPROG,Title I schoolwide eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Luigi Aprea Elementary,1,,CA-4369484,615180,CA-4369484-6047286,61518001908,601908,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,El Roble Elementary,1,,CA-4369484,615180,CA-4369484-6047294,61518001909,601909,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
